name,niche,address,state,phone_number,website,email,result_url
Vivere e Viaggiare Roma Pittaluga-Bluvacanze,agenzie di viaggio,"Via Giovanni Pittaluga, 4, 00159 Roma RM, Italy",RM,06 4325 2797,https://www.vivereviaggiare.online/,NOT AVAILABLE,https://maps.google.com/?cid=5805290470767403350
Agenzia di Viaggi Flash Viaggi,agenzie di viaggio,"Via Appia Nuova, 276, 00183 Roma RM, Italy",RM,06 702 0415,https://flashviaggi.com/,NOT AVAILABLE,https://maps.google.com/?cid=12959371044232166374
Agenzia Viaggi SingleUp,agenzie di viaggio,"Piazza Filattiera, 33, 00139 Roma RM, Italy",RM,06 9480 3505,https://www.singleupviaggi.com/,NOT AVAILABLE,https://maps.google.com/?cid=5214317779654522737
Loma Viaggi,agenzie di viaggio,"Via dei Campi Flegrei, 27, 00141 Roma RM, Italy",RM,06 817 7482,https://www.lomaviaggi.com/,loma@lomaviaggi.com,https://maps.google.com/?cid=2498616644419106934
Ali & Sof Viaggi,agenzie di viaggio,"Piazza Cesare de Cupis, 1/2, 00155 Roma RM, Italy",DE,06 2275 4662,https://www.alisof.it/,NOT AVAILABLE,https://maps.google.com/?cid=205049273268423077
Safir Travel Agenzia Viaggi Roma,agenzie di viaggio,"Via Luigi Rizzo, 64, 00136 Roma RM, Italy",RM,06 9784 2097,https://safirtravel.it/,info@safirtravel.it,https://maps.google.com/?cid=14461740844657927541
4Viaggi,agenzie di viaggio,"Via Genzano, 133, 00179 Roma RM, Italy",RM,06 3209 2646,http://www.4viaggi.it/,viaggiamoinsieme@4viaggi.it,https://maps.google.com/?cid=7652198951119706204
T & G Travel - Travel Agency,agenzie di viaggio,"Via Mario Menghini, 32, 00179 Roma RM, Italy",RM,06 8983 6859,https://www.tgtravel.it/,NOT AVAILABLE,https://maps.google.com/?cid=2359748178203972601
BUSINESS CLASS VIAGGI - The Travel Lounge,agenzie di viaggio,"Via di Val Tellina, 11, 00151 Roma RM, Italy",RM,06 5820 5903,http://www.businessclassviaggi.it/,NOT AVAILABLE,https://maps.google.com/?cid=9198184351638906724
Big Italy Viaggi e Turismo,agenzie di viaggio,"Via di Salone, 10, 00131 Roma RM, Italy",RM,06 8391 2259,http://www.bigitalyviaggieturismo.it/,NOT AVAILABLE,https://maps.google.com/?cid=1177232945248665182
Speed Vacanze,agenzie di viaggio,"Via Boezio, 4C, 00193 Roma RM, Italy",RM,06 5654 9985,https://www.speedvacanze.it/,NOT AVAILABLE,https://maps.google.com/?cid=2670373318226535416
Just Holiday,agenzie di viaggio,"Via Giuseppe Mantellini, 4A, 00179 Roma RM, Italy",RM,06 788 6026,http://www.justholidayviaggi.com/,NOT AVAILABLE,https://maps.google.com/?cid=15206323021216344881
Fly & Travel Valentina S.R.L,agenzie di viaggio,"Via Massa di San Giuliano, 411/413, 00132 Roma RM, Italy",RM,320 970 9476,https://flytravelvalentina.com/,info@flytravelvalentina.com,https://maps.google.com/?cid=7606759155838222592
Fenio Viaggi - Ela Srl - Agenzia Viaggi Roma,agenzie di viaggio,"Via Pietro Maffi, 174, 00168 Roma RM, Italy",RM,06 301 4644,http://fenioviaggi.it/,info@fenioviaggi.it,https://maps.google.com/?cid=5359449664228153570
Partecipa anche tu Travel,agenzie di viaggio,"Via dei Durantini, 141, 00157 Roma RM, Italy",RM,06 8667 8664,http://www.partecipaanchetutravel.it/,NOT AVAILABLE,https://maps.google.com/?cid=12190862023905507316
