name,niche,address,state,phone_number,website,email,result_url
Insieme Viaggi,agenzie di viaggio,"Via Marco Ulpio Traiano, 60, 20149 Milano MI, Italy",MI,02 3300 2117,https://www.agenziaviaggiltc.it/,NOT AVAILABLE,https://maps.google.com/?cid=7222857888581631518
Travel Gold World Agenzia Viaggi,agenzie di viaggio,"Via Pietro Borsieri, 32, 20159 Milano MI, Italy",MI,02 6682 3107,https://www.edenviaggi.it/dettaglio-agenzia/34384/travel-gold-world,NOT AVAILABLE,https://maps.google.com/?cid=11633930057125063176
Viaggiatori Del Mondo,agenzie di viaggio,"Via Gioacchino Murat, 32, 20159 Milano MI, Italy",MI,02 8738 8064,http://www.viaggiatoridelmondo.it/,info@viaggiatoridelmondo.itindirizzovia,https://maps.google.com/?cid=11338900525413692226
Agenzia Viaggi Maison du Voyage,agenzie di viaggio,"Via Giambellino, 15, 20146 Milano MI, Italy",MI,02 4943 6581,http://www.maisonduvoyage.it/,preventivi@maisonduvoyage.it,https://maps.google.com/?cid=9025441671645348024
JAMBO TOUR,agenzie di viaggio,"Via Giuseppe Ripamonti, 137, 20141 Milano MI, Italy",MI,02 4311 7337,http://www.jambotour.it/,jambo@jambotour.it,https://maps.google.com/?cid=8543071358920513020
Dove Nel Mondo Viaggi,agenzie di viaggio,"Viale Monza, 160, 20127 Milano MI, Italy",MI,02 2700 0564,http://www.dovenelmondoviaggi.it/,agenzia@dovenelmondoviaggi.it,https://maps.google.com/?cid=15584033051680799121
Dove Vuoi Tour,agenzie di viaggio,"Via Alessandro Tadino, 19, 20124 Milano MI, Italy",MI,328 458 3813,https://www.dovevuoiasia.com/,NOT AVAILABLE,https://maps.google.com/?cid=15929237803429608265
La Bussola On The Road,agenzie di viaggio,"Via Altaguardia, 1, 20135 Milano MI, Italy",MI,02 8219 6055,https://www.labussola.it/,NOT AVAILABLE,https://maps.google.com/?cid=16920532452517216403
Bianco Viaggi Pellegrinaggi,agenzie di viaggio,"Corso Europa, 15, 20122 Milano MI, Italy",MI,02 8717 7099,https://www.biancoviaggi.com/,87177099info@biancoviaggi.comdestinazioni,https://maps.google.com/?cid=5300542691083938094
Mi Guidi,agenzie di viaggio,"Via Stresa, 6, 20125 Milano MI, Italy",MI,328 384 6632,https://www.miguidi.it/,NOT AVAILABLE,https://maps.google.com/?cid=15273046264664919067
Agenzia Viaggi 5 Giornate,agenzie di viaggio,"Piazza Cinque Giornate, 15, 20129 Milano MI, Italy",MI,02 5519 4646,http://www.5giornate.it/,agenzia@5giornate.it,https://maps.google.com/?cid=11632687483843680624
Agenzia Viaggi Mister Holiday Milano,agenzie di viaggio,"Viale Umbria, 29, 20135 Milano MI, Italy",MI,02 5411 8915,https://www.misterholiday.it/,info@misterholiday.it,https://maps.google.com/?cid=3205430578664590328
Viaggi di Nozze network,agenzie di viaggio,"Via Gianfranco Zuretti, 50, 20125 Milano MI, Italy",MI,02 5810 0748,http://www.viaggidinozze.net/,NOT AVAILABLE,https://maps.google.com/?cid=78674652439560072
Arenatours - Viaggi Esotici,agenzie di viaggio,"Viale Monza, 347, 20126 Milano MI, Italy",MI,02 0062 4923,https://arenatours.com/it/,hello@arenatours.com,https://maps.google.com/?cid=8865343480011959928
Milan Visitor Center - Zani Viaggi,agenzie di viaggio,"Largo Cairoli, 18, 20121 Milano MI, Italy",MI,02 867131,https://www.zaniviaggi.com/,NOT AVAILABLE,https://maps.google.com/?cid=18403191581837357674
Il Girasole Scurria Turismo S.R.L.,agenzie di viaggio,"Via Vincenzo Giordano Orsini, 16, 20147 Milano MI, Italy",MI,02 4009 1234,http://www.ilgirasoleviaggi.it/,info@ilgirasoleviaggi.it,https://maps.google.com/?cid=1170684025804868319
Foppa Viaggi,agenzie di viaggio,"Via Vincenzo Foppa, 21, 20144 Milano MI, Italy",MI,346 865 9938,https://www.foppaviaggi.it/,prenotazioni@foppaviaggi.it,https://maps.google.com/?cid=4929149609420911175
Il Salvagente Viaggi,agenzie di viaggio,"Via Lazzaro Papi, 12, 20135 Milano MI, Italy",MI,02 5412 1216,http://www.salvagenteviaggi.it/,NOT AVAILABLE,https://maps.google.com/?cid=8299500488555407715
Viaggio & Apprendo,agenzie di viaggio,"Viale Corsica, 95, 20133 Milano MI, Italy",MI,02 4312 8062,http://www.viaggioeapprendo.it/,8062info@viaggioeapprendo.it,https://maps.google.com/?cid=6407411834183109472
Bluvacanze Viale Monza Agenzia Viaggi,agenzie di viaggio,"Viale Monza, 87, 20125 Milano MI, Italy",MI,02 2611 6411,https://milanovialemonza.bluvacanze.it/,NOT AVAILABLE,https://maps.google.com/?cid=10456277358873248865
Cubamondo Viaggi S.R.L,agenzie di viaggio,"Via Veglia, 44, 20159 Milano MI, Italy",MI,02 3650 8554,http://www.cubamondoviaggi.it/,NOT AVAILABLE,https://maps.google.com/?cid=9076211200468085190
Viaggi e Visti,agenzie di viaggio,"Corso Ventidue Marzo, 36, 20134 Milano MI, Italy",MI,02 8202 7535,http://viaggievisti.com/,NOT AVAILABLE,https://maps.google.com/?cid=1513169135717378702
Superviaggi Milano,agenzie di viaggio,"Via Giovanni Boccaccio, 19, 20123 Milano MI, Italy",MI,02 4819 5202,http://www.superviaggi.com/,agenzia@superviaggi.com,https://maps.google.com/?cid=7203392449355808612
Dossier Viaggi,agenzie di viaggio,"Via Bartolomeo Eustachi, 16, 20129 Milano MI, Italy",MI,02 2952 3641,http://www.viaggidossier.it/,info@viaggidossier.itp.iva,https://maps.google.com/?cid=3671227480119085811
Agenzia Viaggi Matamis,agenzie di viaggio,"Viale Monza, 271, 20126 Milano MI, Italy",MI,02 3653 0427,https://www.matamisviaggi.it/,NOT AVAILABLE,https://maps.google.com/?cid=4168417763197825901
Viaggimmagine - Viaggi su misura,agenzie di viaggio,"Via Giuseppe Govone, 30, 20155 Milano MI, Italy",MI,02 3361 1823,https://viaggimmagine.it/,NOT AVAILABLE,https://maps.google.com/?cid=1680806595930551343
Gattinoni Travel Point Milano - Centro Piazza Lodi,agenzie di viaggio,"Viale Umbria, 4, 20135 Milano MI, Italy",MI,02 540 6561,https://piazzalodi.gattinonipoint.it/,piazzalodi@gattinonipoint.itindirizzoviale,https://maps.google.com/?cid=15120274870438042472
Proposta Viaggi,agenzie di viaggio,"Via Feltre, 1, 20132 Milano MI, Italy",MI,02 264 0347,http://www.propostaviaggi.it/,NOT AVAILABLE,https://maps.google.com/?cid=15312227532803748579
Agenzia Viaggi TU VIAGGI,agenzie di viaggio,"Viale Cassala, 75, 20143 Milano MI, Italy",MI,02 8942 2109,http://www.tuviaggimilano.com/,NOT AVAILABLE,https://maps.google.com/?cid=14466006438242293951
Visti,agenzie di viaggio,"Via della Moscova, 13, 20121 Milano MI, Italy",MI,NOT AVAILABLE,https://visti.it/,NOT AVAILABLE,https://maps.google.com/?cid=17496087198768519194
Désirée Carsetti/Agente di viaggio di Travelit Srl,agenzie di viaggio,"Via Ruggero di Lauria, 12, 20149 Milano MI, Italy",MI,347 040 5116,https://www.travelevents.it/desiree-carsetti/,info@travelevents.it,https://maps.google.com/?cid=15350900646113838888
Aliviaggi Tour Operator S.R.L.,agenzie di viaggio,"Piazza Po, 6, 20144 Milano MI, Italy",PO,02 4801 7171,http://www.aliviaggi.it/,info@aliviaggi.it,https://maps.google.com/?cid=9231172761209876934
Madame Voyage,agenzie di viaggio,"Viale Daniele Ranzoni, 17, 20149 Milano MI, Italy",MI,02 9899 4311,http://www.madamevoyage.it/,NOT AVAILABLE,https://maps.google.com/?cid=10540814569397356859
BarbaViaggi,agenzie di viaggio,"Via Bagutta, 13, 20121 Milano MI, Italy",MI,378 304 0650,http://www.barbaviaggi.it/,NOT AVAILABLE,https://maps.google.com/?cid=12858773371196320699
World Explorer - Viaggi Su Misura | Tour Operator Milano,agenzie di viaggio,"Consigliamo di chiamare per prendere un appuntamento, Piazza Gerusalemme, 4, 20154 Milano MI, Italy",MI,02 3206 0101,https://www.worldexplorer.it/,viaggi@worldexplorer.it,https://maps.google.com/?cid=13713584280605004353
SBS Viaggi,agenzie di viaggio,"Via Bagutta, 13, 20121 Milano MI, Italy",MI,349 582 6932,https://sbsviaggi.it/?utm_source=google&utm_medium=business-profile&utm_campaign=local,info@sbsviaggi.it,https://maps.google.com/?cid=6334974279506327206
