name,niche,address,state,phone_number,website,email,result_url
CGTravel Agenzia Viaggi Firenze,agenzia viaggi,"Via Nicola Tagliaferri, 45, 50127 Firenze FI, Italy",FI,334 333 2799,http://www.cgtravel.it/,info@cgtravel.it,https://maps.google.com/?cid=3172313818603912179
Baiana Tour Operator :: Agenzia di Viaggi,agenzia viaggi,"Borgo degli Albizi, 55, 50122 Firenze FI, Italy",FI,055 242020,http://www.baiana.com/,contatti@baiana.com,https://maps.google.com/?cid=2758912718512361137
Primavera Viaggi - Vacanze Studio,agenzia viaggi,"Via Ricasoli, 9, 50122 Firenze FI, Italy",FI,055 282042,https://www.primaveraviaggi.it/,vacanzestudio@primaveraviaggi.it,https://maps.google.com/?cid=11857264449797210507
Nova Sasco Viaggi e Turismo,agenzia viaggi,"Via Reginaldo Giuliani, 1-3/R, 50141 Firenze FI, Italy",FI,055 437 6110,https://m.facebook.com/novasascoviaggi,NOT AVAILABLE,https://maps.google.com/?cid=12924185113734820908
Certosa Viaggi,agenzia viaggi,"Via Mario Orsini, 2, 50125 Firenze FI, Italy",FI,055 204 9692,http://www.certosaviaggi.it/,NOT AVAILABLE,https://maps.google.com/?cid=16544941588161239611
Novevie Travel Srl,agenzia viaggi,"Via Gherardo Caponsacchi, 11 ROSSO, 50126 Firenze FI, Italy",FI,055 685941,https://www.novevietravel.it/,NOT AVAILABLE,https://maps.google.com/?cid=14546750298179079425
Caf Tour & Travel - Headquarter,agenzia viaggi,"Via dei Calzaiuoli, 7, 50122 Firenze FI, Italy",FI,055 283200,https://www.caftours.com/,NOT AVAILABLE,https://maps.google.com/?cid=634062310395788794
Giubbi Jet Agenzia di Viaggi Firenze,agenzia viaggi,"Piazza di S. Jacopino, 34/R, 50144 Firenze FI, Italy",FI,055 357022,http://www.giubbijet.com/,antonella@giubbijet.comindirizzopiazza,https://maps.google.com/?cid=5784035688663298164
La Bussola free walking tour,agenzia viaggi,"Piazza degli Strozzi, 50123 Firenze FI, Italy",FI,327 667 8568,https://www.florence-freewalkingtour.com/tours/,NOT AVAILABLE,https://maps.google.com/?cid=9647434083152196404
Ciao Florence Tours,agenzia viaggi,"Via Camillo Cavour, 18, 50129 Firenze FI, Italy",FI,055 354044,https://www.ciaoflorence.it/,NOT AVAILABLE,https://maps.google.com/?cid=17968970355614892439
MEGAN TRAVEL AGENZIA VIAGGI/TOUR OPERATOR,agenzia viaggi,"Via Libero Andreotti, 78/80, 50142 Firenze FI, Italy",FI,055 073 7774,http://www.megantravel.com/,NOT AVAILABLE,https://maps.google.com/?cid=12322924654599609757
Vanessa Viaggi,agenzia viaggi,"V.le Spartaco Lavagnini, 6r, 50129 Firenze FI, Italy",FI,055 463 3799,http://www.vanessaviaggi.it/,NOT AVAILABLE,https://maps.google.com/?cid=6844488354244881193
Florence Free Tour-Tale,agenzia viaggi,"Piazza di San Lorenzo, 50123 Firenze FI, Italy",FI,327 896 2571,http://www.florencefreetourtale.com/,info@florencefreetourtale.combottom,https://maps.google.com/?cid=5265252655272049533
Icona Toscana - Guida Turistica a Firenze e in Toscana,agenzia viaggi,"Via delle Mantellate, 2/a, 50129 Firenze FI, Italy",FI,333 941 4823,http://www.iconatoscana.it/,info@iconatoscana.it,https://maps.google.com/?cid=14569069787432344222
Laura Micheli Guida turistica certificata locale Firenze,agenzia viaggi,"Via della Condotta, 12, 50122 Firenze FI, Italy",FI,392 205 8852,https://www.personalguideflorence.it/,NOT AVAILABLE,https://maps.google.com/?cid=12551861987970363048
Yanez Viaggi,agenzia viaggi,"Via Guelfa, 48/red, 50129 Firenze FI, Italy",FI,055 230 2434,http://www.yanezviaggi.it/,NOT AVAILABLE,https://maps.google.com/?cid=11292877204373452560
Mirò L'arte di Viaggiare,agenzia viaggi,"A, Via Giovanni Antonio Dosio, 2, 50142 Firenze FI, Italy",FI,055 713 1720,http://www.miroviaggi.it/,NOT AVAILABLE,https://maps.google.com/?cid=16473126528516728794
Consorzio Autolinee Pratesi,agenzia viaggi,"Largo Fratelli Alinari, 10, 50123 Firenze FI, Italy",FI,055 936 7910,http://www.capviaggi.it/,booking@capviaggi.it,https://maps.google.com/?cid=11157949557270910189
Agenzia Viaggi Gate 25,agenzia viaggi,"Via Francesco Puccinotti, 29/R, 50129 Firenze FI, Italy",FI,055 488064,NOT AVAILABLE,NOT AVAILABLE,https://maps.google.com/?cid=9004539799904106545
Valparaiso Viaggi s.r.l Tour operator,agenzia viaggi,"Via Antonio del Pollaiolo, 166, 50142 Firenze FI, Italy",FI,055 321 5764,http://www.valparaisoviaggi.it/,info@valparaisoviaggi.it,https://maps.google.com/?cid=11883685861430893462
Ciclone Viaggi Firenze,agenzia viaggi,"V.le Spartaco Lavagnini, 6r, 50129 Firenze FI, Italy",FI,055 575961,http://www.cicloneviaggi.it/,NOT AVAILABLE,https://maps.google.com/?cid=1611427158522446025
American Dream - Viaggi e Tour,agenzia viaggi,"Via Federico D'Antiochia, 16, 50126 Firenze FI, Italy",FI,055 889 8499,https://www.viaggiamericandream.com/,NOT AVAILABLE,https://maps.google.com/?cid=3239955870791407753
Agenzia Viaggi S-Cape Partners Italia | sloWays | slowBikes | slowBags | slowShop,agenzia viaggi,"Borgo Allegri, 16r, 50122 Firenze FI, Italy",FI,055 234 0736,https://www.sloways.it/,NOT AVAILABLE,https://maps.google.com/?cid=15846166941899135007
Tour Florence,agenzia viaggi,"Borgo Ognissanti, 1, 50123 Firenze FI, Italy",FI,349 810 5552,https://www.tour-florence.info/,contactus@tour-florence.info,https://maps.google.com/?cid=11547815209141460265
