name,niche,address,state,phone_number,website,email,result_url
Agenzia - Avenida Viaggi - Napoli,agenzia viaggi,"Via Tommaso Caravita, 22, 80134 Napoli NA, Italy",NA,081 1957 6737,http://www.avenidaviaggi.it/,NOT AVAILABLE,https://maps.google.com/?cid=13450540055846565395
Viaggia Quasi Gratis,agenzia viaggi,"Via Giuseppe Buonocore, 31/33,35, 80143 Napoli NA, Italy",NA,081 562 2821,http://www.viaggiaquasigratis.com/,NOT AVAILABLE,https://maps.google.com/?cid=17341733794634760917
Mister White Travel,agenzia viaggi,"Piazza Giovanni Bovio, 20, 80133 Napoli NA, Italy",NA,081 551 2478,http://www.misterwhitetravel.it/,NOT AVAILABLE,https://maps.google.com/?cid=12217346640047471106
Agenzia di Viaggi Marytour Napoli,agenzia viaggi,"Via dei Fiorentini, 47/49, 80133 Napoli NA, Italy",NA,081 551 0512,https://www.marytour.it/,NOT AVAILABLE,https://maps.google.com/?cid=10138060725045570468
Gondwana Viaggi,agenzia viaggi,"Piazza Gian Battista Vico, 43, 80137 Napoli NA, Italy",NA,081 780 9590,NOT AVAILABLE,NOT AVAILABLE,https://maps.google.com/?cid=4129411735336480985
Scoop Travel Service S.r.l.,agenzia viaggi,"Via Gian Lorenzo Bernini, 90a, 80129 Napoli NA, Italy",NA,081 556 4898,https://www.scooptravel.it/,operativo@scooptravel.it,https://maps.google.com/?cid=8699170797921568825
GREETINGS FROM ... Travel & Tourism,agenzia viaggi,"Via Antonio Tari, 18, 80138 Napoli NA, Italy",NA,081 563 4261,http://www.salutida.com/,info@salutida.com,https://maps.google.com/?cid=16065812251773089946
AGENZIA VIAGGI DOVE C'E' IL MARE NAPOLI,agenzia viaggi,"C.so S. Giovanni a Teduccio, 838, 80146 Napoli NA, Italy",NA,081 1887 0818,https://www.doveceilmare.it/,NOT AVAILABLE,https://maps.google.com/?cid=10537483343141886106
Trial Travel,agenzia viaggi,"Via Guglielmo Melisurgo, 4, 80133 Napoli NA, Italy",NA,081 552 9090,http://www.trialtravel.it/,booking@trialtravel.com,https://maps.google.com/?cid=2407559807669335561
inStazione servizi turistici,agenzia viaggi,"P.za Giuseppe Garibaldi, 80142 Napoli NA, Italy",NA,388 076 9471,https://instazione.it/,info@instazione.it,https://maps.google.com/?cid=9908927097641176045
Venezuelana Agenzia di viaggi,agenzia viaggi,"Viale Colli Aminei, 134, 80131 Napoli NA, Italy",NA,081 1981 0287,http://venezuelanatours.com/,NOT AVAILABLE,https://maps.google.com/?cid=12420509856232049250
Mama Tours Travel Designer,agenzia viaggi,"Piazza delle Medaglie D'Oro, 41, 80129 Napoli NA, Italy",NA,081 578 9292,http://www.mamatours.it/,info@mamatours.com,https://maps.google.com/?cid=4399368533656705643
Lab. Gialù,agenzia viaggi,"V. Salvator Rosa, 80136 Napoli NA, Italy",NA,081 1956 7312,http://www.piratinviaggio.com/,info@piratinviaggio.com,https://maps.google.com/?cid=16549160935333706663
"Agenzia viaggi ""Turistas viaggi da sogno"" Napoli",agenzia viaggi,"Strada Provinciale Madonnelle, 101, 80147 Napoli NA, Italy",NA,081 1867 1722,http://www.turistasviaggi.it/,NOT AVAILABLE,https://maps.google.com/?cid=15504432737791716242
Agenzia Leoga Viaggi - Napoli Self Tour,agenzia viaggi,"Via Stella, 136, 80137 Napoli NA, Italy",NA,081 557 1101,https://www.leogaviaggi.com/,NOT AVAILABLE,https://maps.google.com/?cid=1181545817743492025
Travel Tips - Agenzia di Viaggi,agenzia viaggi,"Via Orazio, 149 A, 80122 Napoli NA, Italy",NA,081 640041,http://www.traveltips.it/,info@traveltips.it,https://maps.google.com/?cid=6501984477581658027
Kiwi Viaggi Napoli,agenzia viaggi,"Corso Arnaldo Lucci, 51, 80142 Napoli NA, Italy",NA,081 1956 6019,https://www.kiwiviaggi.it/,info@kiwiviaggi.it,https://maps.google.com/?cid=14052853437355295225
Chiaia Viaggi di Daver Sas,agenzia viaggi,"Largo Ferrandina, 1, 80121 Napoli NA, Italy",NA,081 1957 4904,http://chiaiaviaggi.it/,info@chiaiaviaggi.it,https://maps.google.com/?cid=3331531500320854308
