name,niche,address,state,phone_number,website,email,result_url
Viaggia Quasi Gratis,agenzie di viaggio,"Via Giuseppe Buonocore, 31/33,35, 80143 Napoli NA, Italy",NA,081 562 2821,http://www.viaggiaquasigratis.com/,NOT AVAILABLE,https://maps.google.com/?cid=17341733794634760917
Agenzia - Avenida Viaggi - Napoli,agenzie di viaggio,"Via Tommaso Caravita, 22, 80134 Napoli NA, Italy",NA,081 1957 6737,http://www.avenidaviaggi.it/,NOT AVAILABLE,https://maps.google.com/?cid=13450540055846565395
Scoop Travel Service S.r.l.,agenzie di viaggio,"Via Gian Lorenzo Bernini, 90a, 80129 Napoli NA, Italy",NA,081 556 4898,https://www.scooptravel.it/,operativo@scooptravel.it,https://maps.google.com/?cid=8699170797921568825
Agenzia di Viaggi Marytour Napoli,agenzie di viaggio,"Via dei Fiorentini, 47/49, 80133 Napoli NA, Italy",NA,081 551 0512,https://www.marytour.it/,NOT AVAILABLE,https://maps.google.com/?cid=10138060725045570468
Mister White Travel,agenzie di viaggio,"Piazza Giovanni Bovio, 20, 80133 Napoli NA, Italy",NA,081 551 2478,http://www.misterwhitetravel.it/,NOT AVAILABLE,https://maps.google.com/?cid=12217346640047471106
Venezuelana Agenzia di viaggi,agenzie di viaggio,"Viale Colli Aminei, 134, 80131 Napoli NA, Italy",NA,081 1981 0287,http://venezuelanatours.com/,NOT AVAILABLE,https://maps.google.com/?cid=12420509856232049250
Gondwana Viaggi,agenzie di viaggio,"Piazza Gian Battista Vico, 43, 80137 Napoli NA, Italy",NA,081 780 9590,NOT AVAILABLE,NOT AVAILABLE,https://maps.google.com/?cid=4129411735336480985
Lab. Gialù,agenzie di viaggio,"V. Salvator Rosa, 80136 Napoli NA, Italy",NA,081 1956 7312,http://www.piratinviaggio.com/,info@piratinviaggio.com,https://maps.google.com/?cid=16549160935333706663
GREETINGS FROM ... Travel & Tourism,agenzie di viaggio,"Via Antonio Tari, 18, 80138 Napoli NA, Italy",NA,081 563 4261,http://www.salutida.com/,info@salutida.com,https://maps.google.com/?cid=16065812251773089946
"Agenzia viaggi ""Turistas viaggi da sogno"" Napoli",agenzie di viaggio,"Strada Provinciale Madonnelle, 101, 80147 Napoli NA, Italy",NA,081 1867 1722,http://www.turistasviaggi.it/,NOT AVAILABLE,https://maps.google.com/?cid=15504432737791716242
Mergellina Travel S.R.L.,agenzie di viaggio,"C.so Vittorio Emanuele, 19/20, 80122 Napoli NA, Italy",NA,081 761 8672,http://www.mergellinatravel.it/,NOT AVAILABLE,https://maps.google.com/?cid=3079610152335716127
Vomero Travel srl,agenzie di viaggio,"Via S. Gennaro Ad Antignano, 88/90/92, 80129 Napoli NA, Italy",NA,081 578 0355,http://www.vomerotravel.it/,NOT AVAILABLE,https://maps.google.com/?cid=6701124450921353043
Furore Viaggi,agenzie di viaggio,"Via Pablo Picasso, 26, 80126 Napoli NA, Italy",NA,081 588 8921,https://www.furoreviaggi.it/,NOT AVAILABLE,https://maps.google.com/?cid=6972296372412277805
Chiaia Viaggi di Daver Sas,agenzie di viaggio,"Largo Ferrandina, 1, 80121 Napoli NA, Italy",NA,081 1957 4904,http://chiaiaviaggi.it/,info@chiaiaviaggi.itindirizzolargo,https://maps.google.com/?cid=3331531500320854308
Agenzia Leoga Viaggi - Napoli Self Tour,agenzie di viaggio,"Via Stella, 136, 80137 Napoli NA, Italy",NA,081 557 1101,https://www.leogaviaggi.com/,NOT AVAILABLE,https://maps.google.com/?cid=1181545817743492025
Sefar Said Viaggi,agenzie di viaggio,"Viale Colli Aminei, 385, 80131 Napoli NA, Italy",NA,081 743 4372,https://www.facebook.com/sefarsaidviaggi/,NOT AVAILABLE,https://maps.google.com/?cid=13356827014678919951
Kiwi Viaggi Napoli,agenzie di viaggio,"Corso Arnaldo Lucci, 51, 80142 Napoli NA, Italy",NA,081 1956 6019,https://www.kiwiviaggi.it/,info@kiwiviaggi.it,https://maps.google.com/?cid=14052853437355295225
Agenzia Viaggi Landia Napoli,agenzie di viaggio,"Corso Secondigliano, 550, 80144 Napoli NA, Italy",NA,081 543 6329,http://www.viaggilandia.it/,NOT AVAILABLE,https://maps.google.com/?cid=3274696873982424229
AGENZIA VIAGGI DOVE C'E' IL MARE NAPOLI,agenzie di viaggio,"C.so S. Giovanni a Teduccio, 838, 80146 Napoli NA, Italy",NA,081 1887 0818,https://www.doveceilmare.it/,NOT AVAILABLE,https://maps.google.com/?cid=10537483343141886106
Mama Tours Travel Designer,agenzie di viaggio,"Piazza delle Medaglie D'Oro, 41, 80129 Napoli NA, Italy",NA,081 578 9292,http://www.mamatours.it/,info@mamatours.com,https://maps.google.com/?cid=4399368533656705643
Relaxing Tours,agenzie di viaggio,"Corso Giuseppe Garibaldi, 410, 80142 Napoli NA, Italy",NA,081 202034,NOT AVAILABLE,NOT AVAILABLE,https://maps.google.com/?cid=7559333834694994636
Emily Travel S.a.s.,agenzie di viaggio,"Via Antonio Sogliano, 14, 80137 Napoli NA, Italy",NA,081 1883 3367,http://www.emilytravel.it/,NOT AVAILABLE,https://maps.google.com/?cid=10273350531640425534
Agenzia Viaggi Skeea Travel -Napoli,agenzie di viaggio,"Corso Bruno Buozzi, 203, 80147 Napoli NA, Italy",NA,081 1895 6398,http://www.skeeatravel.com/,NOT AVAILABLE,https://maps.google.com/?cid=211916553355545586
Partenze In Corso,agenzie di viaggio,"P.za Municipio, 88, 80133 Napoli NA, Italy",NA,081 1851 9828,http://www.partenzeincorso.it/,NOT AVAILABLE,https://maps.google.com/?cid=5755416840298885697
Fancy Tour,agenzie di viaggio,"Via Francesco Petrarca, 161, 80122 Napoli NA, Italy",NA,081 575 2442,https://www.fancy.it/,info@fancy.it,https://maps.google.com/?cid=3828518802875174536
Odino Viaggi,agenzie di viaggio,"C.so Vittorio Emanuele, 88 a/b, 80121 Napoli NA, Italy",NA,081 248 2145,http://www.odinoviaggi.it/,NOT AVAILABLE,https://maps.google.com/?cid=5369990838605341236
Bongi Travel Tour Operator,agenzie di viaggio,"Piazza Vanvitelli, 15, 80129 Napoli NA, Italy",NA,081 579 5195,http://www.bongitravel.it/,prenotazioni@bongitravel.it,https://maps.google.com/?cid=1611220655801709659
inStazione servizi turistici,agenzie di viaggio,"P.za Giuseppe Garibaldi, 80142 Napoli NA, Italy",NA,388 076 9471,https://instazione.it/,NOT AVAILABLE,https://maps.google.com/?cid=9908927097641176045
